code,product_name,brands,categories_en,countries_en,nutriscore_grade,nutriscore_score,nova_group,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,carbohydrates_100g,ingredients_text,additives_n,labels_en,sat_fat_ratio,protein_density,sugar_density,has_additives,n_ingredients,has_added_sugar,has_palm_oil,claims_healthy,health_claim,actually_unhealthy,is_DE,grade_upper,is_health_marketed
9300767182515,CHAMPAGNE Leg Ham,D'ORSOGNA,"Meats and their products,Prepared meats,Hams,Diced ham",Australia,b,2.0,4.0,116.634799235181,2.8,1.0,1.0,0.0,16.2,0.6125,0.245,6.4,"Pork (75%), Water, Salt, Starch (Potato), Dextrose (Maize), Acidity Regulators (326,261,262,331), Stabilisers (451,450,339), Sugar, Vegetable Fibre, Antioxidant (316), Vegetable Oil, Flavour, Vegetable Gum, Hydrolysed Vegetable Protein, Preservative (250).",9.0,No gluten,0.3571428571428571,0.1388950819672138,0.0085737704918033,1,20,1,0,0,,0,0,B,Other
9300777091357,Pad Thai Rice Noodles,Chang's,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Noodles",Australia,b,2.0,,363.288718929254,0.8,0.8,0.8,0.8,6.72,0.048,0.0192,80.8,,0.0,No gluten,1.0,0.0184976842105263,0.0022021052631578,0,1,0,0,0,,0,0,B,Other
9300777092873,Thin Noodles,Chang's,"Plant-based foods and beverages,Plant-based foods,Pastas,Noodles,Konjac-noodles",Australia,a,0.0,1.0,11.0,0.1,0.1,0.1,0.0,0.1,0.0125,0.005,2.5,"Water, Konjac Root extract, Stabiliser (526)",1.0,"Low or no fat,Vegetarian,No gluten,Vegan,No fat",1.0,0.009090909090909,0.009090909090909,1,3,0,0,0,,0,0,A,Other
9300786054763,"Greek Style Yoghurt, Feta & Dill Dressing",Birch & Waite,"Condiments,Sauces,Salad dressings",Australia,d,13.0,,48.8,20.0,3.3,2.0,0.0,1.9,1.46,0.584,20.0,,0.0,,0.1649999999999999,0.0389344262295082,0.040983606557377,0,1,0,0,0,,1,1,D,Other
9300786054848,Whole egg mayonnaise signature,Birch & Waite,"Condiments,Sauces,Mayonnaises",Australia,e,19.0,4.0,681.9,74.3,5.5,1.2,0.0374,1.8,1.245,0.498,1.5,"Canola oil, pasteurised whole egg (14%), white vinegar, Dijon mustard, salt, sugar, natural flavour (egg), lemon juice, spice extract, acidity regulator (citric acid), colour (lutein).  Contains: egg.",2.0,,0.0740242261103634,0.0026396832380114,0.0017597888253409,1,11,1,0,0,,1,1,E,Other
9300786060290,Green Goddess Dressing & Sauce,Birch & Waite,"Condiments,Sauces,Salad dressings",Australia,d,13.0,,212.2370936568,18.0,1.2,9.6,0.0,1.2,1.79,0.716,11.2,,0.0,,0.0666666666666666,0.0056540540549451,0.045232432439561,0,1,0,0,0,,1,1,D,Other
9300830045280,Superb Stock Chicken,Continental,"Chicken-stock,Chicken-stock",Australia,b,2.0,4.0,8.4,0.4,0.12,0.56,0.5976375,0.36,0.593,0.194,0.84,"Chicken stock (99%) [water, chicken (0.35%) (powder), spices], salt, sugar, yeast extract, natural flavours, flavour enhancer (635). May contain: wheat, milk, soy, peanut, tree nuts, egg, sesame, fish, crustacean, lupin. ® Continental is a Ro",1.0,"No gluten,No artificial flavors,Health Star Rating,Health Star Rating 3.5,No additives,No artificial colors,No artificial colours or flavours",0.3,0.0428571428571428,0.0666666666666666,1,17,1,0,0,,0,0,B,Other
9310645171821,Original Popcorn,Coles,"Snacks,Popcorn",Australia,d,18.0,3.0,505.0,26.5,21.5,0.0,8.5,7.5,1.425,0.57,53.5,"Popcorn (76%), Canola Oil, Salt (1.0%). WARNING",0.0,,0.8113207547169812,0.0148514851485148,0.0,0,3,0,0,0,,1,1,D,Other
9310645174457,Veal Tortellini,Coles,"Meals,Pasta dishes,Stuffed pastas,Tortellini",Australia,a,0.0,,268.0,4.4,1.2,1.9,3.0,13.3,0.317,0.1268,42.0,,0.0,,0.2727272727272727,0.0496268656716418,0.0070895522388059,0,1,0,0,0,,0,0,A,Other
9310645175317,Pure Orange Juice Pulp Free,Coles,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Orange juices,Orange juices without pulp",Australia,c,4.0,1.0,41.0,0.1,0.1,8.5,0.1,0.1,0.0125,0.005,8.9,Orange Juice (100%),0.0,"Health Star Rating,Health Star Rating 3,No added sugar",1.0,0.0024390243902439,0.2073170731707317,0,1,0,0,0,,0,0,C,Other
9310645182636,Tartare sauce,Coles,"Condiments,Sauces,Tartare sauces,Groceries",Australia,d,13.0,4.0,446.940726577437,44.2,3.1,9.1,0.0,1.0,0.691,0.2764,13.3,"canola oil [antioxidant (304), vinegar, water, sugar, vegetables a (gherkin, onion, capers), mustard, egg, thickeners (1442, 415), salt, spice extract, food acid (citric acid), preservative (potassium sorbate), dill, herb extracts. allergy advice: contains egg.",5.0,"Australian made,Health Star Rating,Health Star Rating 1.5",0.0701357466063348,0.0022374331550802,0.0203606417112299,1,17,1,0,0,,1,1,D,Other
9310645190068,12 Pack All Butter Croissant,Coles,"Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Croissants,Butter croissants",Australia,e,21.0,,384.0,14.6666666666667,10.2666666666667,7.2,2.13333333333333,8.66666666666667,1.05,0.42,52.8,,0.0,,0.7000000000000006,0.0225694444444444,0.01875,0,1,0,0,0,,1,1,E,Other
9310645192482,Jumbo Eggs,Coles,"Farming products,Eggs,Chicken eggs",Australia,a,0.0,,58.4236243892075,9.91525423728813,3.30508474576271,0.847457627118644,0.847457627118644,12.2033898305085,0.338983050847458,0.135593220338983,1.27118644067797,,0.0,"Health Star Rating,Health Star Rating 4",0.3333333333333333,0.2088776579352857,0.0145053929121725,0,1,0,0,0,,0,0,A,Other
9310645206219,Australian Almond Butter,coles,"Plant-based foods and beverages,Plant-based foods,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Nut butters,Almond butters",Australia,a,-9.0,,665.0,61.5,5.0,5.0,7.0,19.0,0.0625,0.025,7.0,lightly roasted almonds. may contain other tree nuts and peanuts. allergy advice: contains tree nuts (almon not detected less than sns 75400/(60703) oterie 10 29 10,0.0,"No added sugar,No additives",0.08130081300813,0.0285714285714285,0.0075187969924812,0,1,0,0,0,,0,0,A,Other
9310645207025,Chicken Schnitzel,Coles Simply,"Meats and their products,Meat preparations,Chicken and its products,Chicken preparations,Breaded products,Breaded meat cutlets,Breaded chicken,Breaded chicken cutlets",Australia,c,4.0,,235.0,12.6,1.9,5.9,1.5,9.9,0.9425,0.377,19.8,,0.0,"Health Star Rating,Health Star Rating 4",0.1507936507936507,0.042127659574468,0.0251063829787234,0,1,0,0,0,,0,0,C,Other
9310645213569,Sunflower Seeds,coles,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts",Australia,c,9.0,1.0,633.333333333333,55.5,6.23,2.62,6.4,21.3,0.014,0.0055,10.1,Sunflower Seeds (100%).,0.0,"Health Star Rating,Health Star Rating 5",0.1122522522522522,0.0336315789473684,0.0041368421052631,0,1,0,0,0,,0,0,C,Other
9310645214924,Potato Salad,coles Kitchen,"Meals,Prepared salads,Potato dishes,Potato salads",Australia,c,5.0,4.0,132.0,8.4,0.8,4.24,1.68,0.88,0.622,0.2488,12.48,"potato (73%), potato dressing (25%) [canola oil, sugar, pasteurised whole egg, light sour cream (milk), vinegar, water, salt, mustard, corn starch, acidity regulator (330), garlic purée, vegetable gums (412, 415), corn maltodextrin, spice extract, herb extract, natural colour (161b)], parsley (1.0%), shallots (0.5%). allergy advice contains egg, milk. may be present: wheat, gluten, soy. suitable for vegetarians. no artificial colours and flavours. storage keep refrigerated. store at or below 5c.",4.0,"Vegetarian,No artificial flavors,Australian made,No artificial colors,No artificial colours or flavours",0.0952380952380952,0.0066666666666666,0.0321212121212121,1,23,1,0,0,,0,0,C,Other
9310645217161,Power Mix 5 nut and seed spread,Coles- Wellness Road,"Plant-based foods and beverages,Plant-based foods,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Nut butters,fr:convient-aux-vegetaliens",Australia,a,-7.0,3.0,584.0,45.8,4.8,5.8,11.8,25.9,0.525,0.21,12.4,"30% Peanuts,20% Almond Meal, 17% Cashew nuts,15% Linsead,15% seasame seeds,3% sea salt.  Allergy Advice: CONTAINS TREE NUTS (ALMOND CASHEW SESAME AND PEANUTS. MAY BE PRESENT: OTHER TREE NUTS",0.0,,0.1048034934497816,0.0443493150684931,0.009931506849315,0,6,0,0,0,,0,0,A,Other
9310645217383,Sliced English Style Ham,coles,Sliced-ham,Australia,a,-4.0,4.0,114.0,4.2,2.0,1.0,1.0,16.6,0.0,0.0,2.4,"Sow Stall Free Pork (74%), Water, Cure [Sugar, Mineral Salts (450, 451), Dextrose (Maize, Tapioca), Salt, Antioxidant (316), Preservative (250)], Acidity Regulators (326, 325), Modified Maize Starch (1442), Salt, Vegetable Gum (407), Natural Flavouring.",8.0,"No gluten,Australian made",0.4761904761904761,0.1456140350877193,0.0087719298245614,1,16,1,0,0,,0,0,A,Other
9310645224169,Superfood Snacking Mix,Coles,"Plant-based foods and beverages,Plant-based foods,Snacks,Mixed nuts and dried fruits",Australia,d,13.0,3.0,523.0,33.23,8.4,23.3,8.6,17.6,0.085,0.034,34.6,"Almonds (36%), Cranberries (20%), Cranberry, Sugar, Sunflower Oil, Pepitas (17%), Coconut Chips (11%) Coconut, Preservative, Sulphur Dioxide, Sulphites, Blueberries (8%), Blueberry, Sugar, Sunflower Oil, Goji Berries (8%).",1.0,,0.2527836292506771,0.0336520076481835,0.0445506692160611,1,15,1,0,1,superfood,1,1,D,Health-marketed
9310645233079,Beef Lasagne,coles,"Meals,Pasta dishes,Prepared lasagne,Meat lasagnas,Bolognese lasagne",Australia,c,4.0,,128.666666666667,4.7,2.7,1.9,1.4,4.1,0.5,0.2,13.4,,0.0,,0.574468085106383,0.0318652849740931,0.0147668393782383,0,1,0,0,0,,0,0,C,Other
9310645233123,Mild Chicken Curry & Rice,coles,"Meals,Meals with meat,Poultry meals,Meals with chicken",Australia,b,1.0,,59.4099972685058,1.71428571428571,0.714285714285714,1.4,1.4,6.91428571428571,0.475,0.19,14.3142857142857,,0.0,"Health Star Rating,Health Star Rating 4",0.4166666666666675,0.1163825287356322,0.0235650574712643,0,1,0,0,0,,0,0,B,Other
9310645233796,Chocolate Celebration Cake,Coles,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Chocolate cakes",Australia,e,23.0,4.0,371.25,13.25,8.25,32.75,2.875,2.75,0.6,0.2425,58.125,"Chocolate Sponge [Sugar, Egg Palm Oil**. Rice Flour, Maize Starch, Humectants (422. 420, 1520), Modified Tapioca Starch (1442). Cocoa Powder (3), Inverted Sugar Syrup, Water, Whole Milk Powder (Whole Milk Skimmed Milk Powder, Lactose). Soy Flour, Thickeners (412, 464), Natural Vanilla Flavouring. Preservative (Potassium Sorbate). Emulsifiers (471, 477, 475), lodised Salt, Raising Agents (Sodium Carbonate, 450), Antioxidant (307), Acidity Regulator (570)), Choc Ganache (21) [Compound Milk Chocolate (59%)(Sugar, Palm Oil';, Milk Solids (20%), Cocoa Powder (6%), Emulsifiers (322, 476), Natural Flavouring) Cream (Milk), Sunflower Oil, Preservative (Potassium Sorbate), lodised Salt). * Contributes to the production of sustainable palm oil. ALLERGY ADVICE CONTAINS SOY, EGG AND MILK. MAY CONTAIN TREE NUTS AND SESAME.",16.0,"No gluten,Vegetarian,Health Star Rating,Health Star Rating 1.5",0.6226415094339622,0.0074074074074074,0.0882154882154882,1,31,1,1,0,,1,1,E,Other
9310645235783,Pad Thai,coles,"Meals,Pad thai",Australia,c,5.0,,116.18334395581,3.2,0.9067,3.7067,0.0,2.8,0.83533325,0.3341333,18.2933,,0.0,Australian made,0.2833437499999999,0.0240998400000001,0.0319038846171429,0,1,0,0,0,,0,0,C,Other
9310645241388,COLES BAKERY WHOLEMEAL FLATBREAD PB 6PK,coles BAKERY,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads",Australia,b,2.0,3.0,312.88022727273,9.5454545454545,0.90909090909091,2.7272727272727,4.8863636363636,8.9772727272727,0.9034090909091,0.36136363636364,45.0,"Wheat Flour [Thiamin, Folic Acidl, Water, Wheat Bran, Canola Oil, Todised Salt, Baking Powder [Raising Agent (501), Acidity Regulator (541), Mineral Salt (516), Wheat Starch], Vinegar.",3.0,"Sustainable,Sustainable Palm Oil,Australian made",0.0952380952380957,0.0286923619479713,0.0087166669209026,1,11,0,0,0,,0,0,B,Other
9310645241531,FINEST SOURDOUGH RYE VIENNA,coles Finest by LAURENT,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Rye breads",Australia,c,4.0,4.0,236.398400797091,1.81818181818182,1.81818181818182,1.81818181818182,4.36363636363636,9.27272727272727,1.05454545454545,0.421818181818182,44.5454545454545,"Water, Wheat Flour, Rye Flour, Wheat Gluten, Salt, Malt [Barley, Malted Barley], Yeast, Vitamins [Folic Acid, Thiamin].",0.0,"Vegetarian,Australian made,Health Star Rating,Health Star Rating 4",1.0,0.0392250000061818,0.0076911764718003,0,10,0,0,0,,0,0,C,Other
9310645242019,Dairy free coconut yoghurt,Coles,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Yogurts",Australia,c,10.0,3.0,135.0,12.3,11.6,1.2,1.0,1.3,0.0125,0.005,5.1,"Water, Coconut Cream (45%), Tapioca Starch, Cultures",0.0,"Vegetarian,Vegan,Health Star Rating,Health Star Rating 2.5,No added sugar",0.9430894308943087,0.0096296296296296,0.0088888888888888,0,4,0,0,0,,0,0,C,Other
9310645243962,Rum Balls,Coles,"Snacks,Sweet snacks,Biscuits and cakes,Confectioneries,Pastries,Rum balls",Australia,e,22.0,,435.0,18.4,12.9,30.0,5.0,5.5,0.25,0.1,61.5,,0.0,,0.7010869565217392,0.0126436781609195,0.0689655172413793,0,1,0,0,0,,1,1,E,Other
9310645254128,soft white toast loaf,Coles,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",Australia,c,5.0,,252.777777777778,2.77777777777778,1.38888888888889,2.91666666666667,2.91666666666667,9.02777777777778,0.951388888888889,0.380555555555556,45.6944444444444,nutoition information oet is made la tha tomato for an age sandasda,0.0,No added sugar,0.5,0.0357142857142856,0.0115384615384615,0,1,0,0,0,,0,0,C,Other
9310645254135,Soft Wholemeal Sandwich Loaf,Coles,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",Australia,a,0.0,4.0,196.865251081815,2.8764805414552,1.6920473773266,2.5380710659898,6.4297800338409,9.3062605752961,0.99830795262268,0.399323181049072,38.578680203046,"wholemeal wheat flour (66%), water, yeast, vinegar, lodised salt, wheat gluten, canola oil, soy flour, vegetable emulsifiers (481, 471, 472e) vitamins (thiamin, folic acid).",2.0,,0.5882352941176512,0.047272235827076,0.0128924279528386,1,12,0,0,0,,0,0,A,Other
9310645254159,Soft',coles,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",Australia,b,1.0,4.0,246.702531030236,2.6,1.0,2.9,0.0,9.1,0.23,0.092,45.5,"Wheat Flour, Water, Mixed Grain (16%) [Kibbled Rye, Kibbled Triticale (Rye, Wheat), Kibbled Wheat], Yeast, Vinegar, lodised Salt, Wheat Gluten, Fermented Wheat Flour, Canola Oil, Soy Flour, Vegetable Emulsifiers (481, 471, 472e), Vitamins (Thiamin, Folic Acid), Processing Aid (Wheat). ALLERGY ADVICE Contains wheat, gluten, soy. May contain sesame. Fecere in a cool dry place. Product will day",3.0,Australian made,0.3846153846153846,0.0368865287356322,0.0117550476190476,1,21,0,0,0,,0,0,B,Other
9310645254548,RIGATONI No.117 PASTA ITALIANA CLASSICA,Cucina Matese,"Plant-based foods and beverages,Plant-based foods,Pastas,Rigatoni",Australia,a,-1.0,1.0,361.0,1.5,0.5,4.1,3.3,14.0,0.02,0.008,70.0,Durum Wheat Semolina.,0.0,Made in Italy,0.3333333333333333,0.038781163434903,0.0113573407202216,0,1,0,0,0,,0,0,A,Other
9310645255484,Wholemeal pane di casa,Coles,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Wholemeal breads",Australia,c,3.0,3.0,211.0,0.9,0.2,2.3,2.9,8.5,0.85,0.34,40.0,"Wheat Flour, Water, Sourdough [Water, Wheat Flour],  Wheat Bran (5%), Wheat Germ (1.5%), Salt, Yeast. Malted Wheat, Barley Malt Flour, Vitamins |Folic Acid, Thiamin]., Contains wheat, gluten. May Contain tree nuts, egg, lupin, milk, peanut, sesame, soy. sulphites.",0.0,,0.2222222222222222,0.0402843601895734,0.0109004739336492,0,19,0,0,0,,0,0,C,Other
9310645255552,FINEST WHITE SOURDOUGH ROLLS 3pk,coles Finest by LAURENT,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Bread rolls",Australia,c,5.0,3.0,260.91459528362,1.16666666666667,0.0833333333333333,1.91666666666667,2.66666666666667,9.58333333333333,1.025,0.41,50.8333333333333,"Wheat Flour, Water, Sourdough [Water, Wheat Flour], Salt, Malt [Barley, Malted Barley], Wheat Bran, Malted Wheat, Yeast, Vitamins [Folic Acid, Thiamin].",0.0,,0.0714285714285711,0.0367297709923664,0.0073459541984733,0,12,0,0,0,,0,0,C,Other
9310645257068,Assorted Macarons,Coles,"Snacks,Desserts,Sweet snacks,Biscuits and cakes,Pastries,Macarons",Australia,e,25.0,,463.63636363636,21.363636363636,7.7272727272727,56.818181818182,4.5454545454545,8.1818181818182,0.14772727272727,0.059090909090908,58.636363636364,,0.0,"Sustainable farming,UTZ Certified,UTZ Certified Cocoa",0.3617021276595793,0.0176470588235295,0.1225490196078444,0,1,0,0,0,,1,1,E,Other
9310645257433,Coles organic chickpeas,Coles,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Chickpeas,Canned legumes,Canned chickpeas",Australia,b,1.0,3.0,117.79567857143,2.3809523809524,1.1904761904762,1.1904761904762,6.4285714285714,6.4285714285714,0.6220238095238,0.24880952380952,14.404761904762,"Organic Chickpeas (60%), Water, Salt.",0.0,,0.5,0.0545739156693527,0.0101062806795098,0,3,0,0,0,,0,0,B,Other
9310645259147,Dark Chocolate Roast Almond,Coles Finest,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Chocolates with almonds,Dark chocolates with almonds",Australia,e,28.0,4.0,573.613766730401,34.8,17.3,39.3,0.01,8.9,0.025,0.01,53.5,"Dark Chocolate (85%) [Sugar, Cocoa Mass, Cocoa Butter, Emulsifier (Lecithin (Soy)), Natural Vanilla Flavouring, Milk Solids], Almonds (15%).",1.0,"Sustainable farming,Health Star Rating,Health Star Rating 1,UTZ Certified,UTZ Certified Cocoa",0.4971264367816093,0.0155156666666666,0.068513,1,7,1,0,0,,1,1,E,Other
9310645259161,Dark chocolate,Coles,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates",Australia,d,16.0,4.0,595.0,38.0,23.0,15.5,13.5,12.0,0.05,0.02,46.0,"cocoa mass&quot;, sugar, emulsifier (soy lecithin). dark chocolate contains minimum 85% cocoa solids. rainforest alliance certified. find out more at ra.org best before carton foil 19/02/2024 l12451 our **** arl.org.",1.0,"Sustainable farming,Health Star Rating,Health Star Rating 2,Rainforest Alliance,UTZ Certified,UTZ Certified Cocoa",0.6052631578947368,0.0201680672268907,0.0260504201680672,1,3,1,0,0,,1,1,D,Other
9310645259178,BELGIAN MILK CHOCOLATE,coles,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates",Australia,e,31.0,,540.152963671127,31.5,19.5,54.5,2.0,7.5,0.00015,6e-05,56.0,,0.0,"Sustainable farming,Health Star Rating,Health Star Rating 0.5,UTZ Certified,UTZ Certified Cocoa",0.6190476190476191,0.0138849557522124,0.1008973451327435,0,1,0,0,0,,1,1,E,Other
9310645259581,Butter Chicken,coles,"Meats and their products,Meals,Meals with meat,Poultry meals,Meals with chicken,Butter chicken",Australia,b,2.0,4.0,123.466666666667,3.41333333333333,1.81333333333333,0.4,1.01333333333333,5.70666666666667,0.57,0.228,16.8,"Cooked pasta (water, semolina [wheat], egg white, egg yolk), ricotta cheese (whey, milk, cream, vinegar, salt), tomato puree (water, tomato paste), mozzarella cheese (milk, cheese cultures, salt, enzymes), water, beef, tomato paste, onions, romano cheese (pasteurized sheep's milk, cheese cultures, salt, enzymes), sugar, salt, modified corn starch, garlic, spices, parsley, citric acid, black pepper",1.0,"Australian made,Health Star Rating,Health Star Rating 3.5",0.5312499999999996,0.0462203023758098,0.0032397408207343,1,31,1,0,0,,0,0,B,Other
9310645269481,Tuna Lemon & Pepper,coles,"Seafood,Fishes and their products,Canned foods,Fishes,Fatty fishes,Canned fishes,Tunas,Canned tunas",Australia,a,-1.0,,102.143504075677,6.31578947368421,1.15789473684211,1.57894736842105,0.105263157894737,22.6315789473684,0.860526315789474,0.34421052631579,2.31578947368421,,0.0,"Health Star Rating,Health Star Rating 4",0.1833333333333341,0.2215665024630534,0.0154581280788176,0,1,0,0,0,,0,0,A,Other
9310645269955,FOUR BEAN MIX,coles,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Canned plant-based foods,Canned legumes,Canned common beans",Australia,a,-8.0,4.0,110.714285714286,1.19047619047619,1.19047619047619,1.19047619047619,5.47619047619048,7.61904761904762,0.380952380952381,0.203571428571429,15.3571428571429,"beans (60%) [chickpeas. great northern beans, lima beans, red kidney beans, water salt, acidity regulator (acetic acid), firming agent",1.0,"Health Star Rating,Health Star Rating 5",1.0,0.0688172043010751,0.0107526881720429,1,6,0,0,0,,0,0,A,Other
9310645269979,Red Kidney Beans,coles,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Common beans,Canned legumes,Red beans,Canned common beans",Australia,c,3.0,4.0,101.861968496768,1.0,1.0,1.0,5.5,6.8,0.2925,0.145,10.7,"red kidney beans (60%),water, salt, acidity regulator (300), firming agent (509). suitable for vegetarians and vegans",2.0,"Vegetarian,No artificial flavors,Vegan,Health Star Rating,Health Star Rating 5,No artificial colors,No artificial colours or flavours",1.0,0.066757005586592,0.0098172067039105,1,5,0,0,0,,0,0,C,Other
9310645269993,Chick Peas,coles,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Chickpeas,Canned legumes",Australia,b,0.0,3.0,136.711281070746,2.6,1.0,1.0,4.8,6.6,0.45,0.18,15.8,"Chickpeas (60%), Water, Salt.",0.0,"No artificial flavors,Health Star Rating,Health Star Rating 5,No artificial colors,No artificial colours or flavours",0.3846153846153846,0.0482769230769229,0.0073146853146852,0,3,0,0,0,,0,0,B,Other
9310645270340,Spaghetti Bolognese,coles,Spaghetti-bolognaise,Australia,c,3.0,4.0,111.536010197578,4.90666666666667,2.4,2.29333333333333,1.09333333333333,5.22666666666667,0.595333333333333,0.238133333333333,11.8133333333333,"Bolognese Sauce (66%) [Water, Tomatoes (22%) (Tomato, Acidity Regulator (330), Firming Agent (509)), No Added Hormones Australian Beef Mince (20%), Onion, Tomato Paste (6%), Carrot, Thickener (1422), Sugar, Garlic, Salt, Emulsifier (473), Yeast Extracts (Natural Flavour), Basil, Black Pepper, Celery Ground, Bayleaf, Thyme, Paprika, Oregano], Cooked Pasta (33%) [Water, Durum Wheat Semolina (40%)], Parmesan cheese (1.0%) (Milk). ALLERGY ADVICE: Contains wheat, gluten, milk. May be present: cashew, egg, peanut.",4.0,Australian made,0.4891304347826083,0.0468608,0.0205613714285714,1,28,1,0,0,,0,0,C,Other
9310645270647,Dried Apple Slices,Coles,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Dried apples",Australia,c,10.0,1.0,287.0,1.0,0.0,56.0,11.7,1.6,0.4375,0.175,62.1,"Dried Apple 99.75%, Preservative 220 (Sulphites).",0.0,,0.0,0.005574912891986,0.1951219512195122,0,2,0,0,0,,0,0,C,Other
9310645272474,SPECIAL BURGER PICKLES,coles,"Plant-based foods and beverages,Plant-based foods,Pickles",Australia,c,6.0,4.0,62.1414913957934,0.0,0.0,11.3,1.0,1.0,0.8025,0.321,14.2,"Cucumber (54%), Water, Sugar, Vinegar, Mineral Salts (508, 509), Salt, Natural Flavour (Dill Extract), Natural Colour (Turmeric Extract), Garlic Extract.",3.0,"Health Star Rating,Health Star Rating 4",,0.0160923076923077,0.1818430769230772,1,10,1,0,0,,0,0,C,Other
9310645273099,RIGATONI,coles,"Plant-based foods and beverages,Plant-based foods,Pastas,Rigatoni",Australia,a,-1.0,,355.640535372848,1.92,0.4,2.88,3.92,12.0,0.094,0.0376,69.52,,0.0,,0.2083333333333333,0.033741935483871,0.008098064516129,0,1,0,0,0,,0,0,A,Other
9310645277639,Apricot Crown,Coles Bakery,"Sweet pies,Tartlets,Fruit tartlets,Apricot tartlets",Australia,e,19.0,,391.25,20.625,9.375,15.125,2.875,6.0,0.6,0.24,44.25,,0.0,"Australian made,Health Star Rating,Health Star Rating 2",0.4545454545454545,0.0153354632587859,0.0386581469648562,0,1,0,0,0,,1,1,E,Other
9310645278353,ORGANIC tahini hulled,coles WELLNESS ROAD,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Spreads,Cereals and their products,Plant-based spreads,Oilseed purees,Cereal butters,Tahini,White tahini",Australia,d,12.0,1.0,670.0,62.6,9.9,0.0,10.9,20.8,0.0425,0.017,2.0,Organic sesame seeds,0.0,"Vegetarian,Vegan,Australian made,No added sugar",0.15814696485623,0.0310447761194029,0.0,0,1,0,0,0,,1,1,D,Other
9310645279190,Custard Tarts,Coles Bakery,"Snacks,Sweet snacks,Biscuits and cakes,Pastries",Australia,d,17.0,4.0,281.0,14.3,7.2,17.3333,2.2,3.6,0.59167,0.00023667,33.4,"Custard Filling (52.5%) [Water, Custard Mix (Sugar, Milk Solids, Thickener (1422), Vegetable Gums (401, 407, 410, 415), Salt, Natural Flavouring, Natural Colour (Gardenia Extract))], Tart Pastry (46.5%) Wheat Flour, Margarine (Vegetable Oils (Palm Oil**, Coconut Oil, Canola Oil), Water, Salt, Emulsifiers (471, 472c), Antioxidant (304), Natural Flavouring, 3 Natural Colour (Carotene)), Sugar, Water, Emulsifier (Soy Lecithin)], Nutmeg (0.3%).",9.0,Australian made,0.5034965034965034,0.0128113879003558,0.0616843416370106,1,26,1,1,0,,1,1,D,Other
9310645279206,Custard tart,Coles,"Desserts,Custard-tart",Australia,d,12.0,,225.1,9.7,5.6,13.9,0.7,2.1,0.57,0.228,32.0,,0.0,,0.577319587628866,0.0093291870279875,0.061750333185251,0,1,0,0,0,,1,1,D,Other
